data,num_file,L0,L2,Epsilon,RL_iters,RL_rewards,RL_nnz,RL_OG,MF_iters,MF_rewards,MF_nnz,MF_OG,R_iters,R_rewards,R_nnz,R_OG
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_172.csv,81,0.01,0.0,0.35102347433345177,68,-67,1,0.0,42,-41,1,0.0,115,-114,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_47.csv,82,0.01,0.0,0.34655878559253317,135,-134,1,1.5230571805111769e-05,80,-79,1,0.0,1000,-999,2,0.002040746118654763
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_140.csv,83,0.01,0.0,0.3421508834969842,27,-26,1,-0.7660192547876458,63,-62,1,0.0,64,-63,1,-3.6842199507325994e-05
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_82.csv,84,0.01,0.0,0.3377990457740369,14,-13,1,0.0,21,-20,1,0.0,61,-60,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_91.csv,85,0.01,0.0,0.3335025593375552,24,-23,1,0.0,111,-110,1,0.0,245,-244,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_212.csv,86,0.01,0.0,0.3292607201711881,126,-125,1,0.0,89,-88,1,0.0,60,-59,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_70.csv,87,0.01,0.0,0.3250728332130117,158,-157,1,0.0,7,-6,1,0.0,84,-83,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_240.csv,88,0.01,0.0,0.3209382122416352,49,-48,1,0.0,117,-116,1,0.0,123,-122,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_204.csv,89,0.01,0.0,0.3168561797637599,40,-39,1,0.0,95,-94,1,0.0,95,-94,1,-0.0651930914143625
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_106.csv,90,0.01,0.0,0.31282606690316533,149,-148,1,0.0,60,-59,1,0.0,139,-138,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_221.csv,91,0.01,0.0,0.30884721329110837,51,-50,1,0.0,94,-93,1,0.0,88,-87,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_63.csv,92,0.01,0.0,0.30491896695811543,7,-6,1,0.0,27,-26,1,0.0,129,-128,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_22.csv,93,0.01,0.0,0.30104068422715147,248,-247,1,0.0,114,-113,1,0.0,476,-475,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_27.csv,94,0.01,0.0,0.2972117296081491,35,-34,1,0.0,42,-41,1,0.0,148,-147,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_2.csv,95,0.01,0.0,0.29343147569387706,102,-101,1,0.0,43,-42,1,0.0,641,-640,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_190.csv,96,0.01,0.0,0.2896993030571346,8,-7,1,0.0,119,-118,1,0.0,15,-14,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_235.csv,97,0.01,0.0,0.2860146001492531,10,-9,1,0.0,5,-4,1,0.0,19,-18,1,-0.06426093830154463
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_180.csv,98,0.01,0.0,0.28237676319988847,10,-9,1,0.0,237,-236,1,0.0,32,-31,1,2.7335237751955995e-06
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_170.csv,99,0.01,0.0,0.27878519611808733,58,-57,1,0.0,37,-36,1,0.0,92,-91,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_62.csv,100,0.01,0.0,0.2752393103946134,2,-1,1,-0.7814075689811996,188,-187,1,0.0,3,-2,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_203.csv,101,0.01,0.0,0.2717385250055153,14,-13,1,0.0,45,-44,1,0.0,38,-37,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_25.csv,102,0.01,0.0,0.26828226631692026,13,-12,1,0.0,95,-94,1,0.0,55,-54,2,-0.001693399721152988
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_181.csv,103,0.01,0.0,0.26486996799103824,37,-36,1,0.0,71,-70,1,0.0,98,-97,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_160.csv,104,0.01,0.0,0.2615010708933653,2,-1,1,0.0,24,-23,1,0.0,2,-1,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_77.csv,105,0.01,0.0,0.25817502300106204,4,-3,1,0.0,146,-145,1,0.0,10,-9,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_225.csv,106,0.01,0.0,0.2548912793125012,12,-11,2,0.0,18,-17,2,0.0,52,-51,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_187.csv,107,0.01,0.0,0.2516493017579638,14,-13,1,0.0,27,-26,1,0.0,46,-45,2,-0.00019690120320499355
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_194.csv,108,0.01,0.0,0.24844855911147218,171,-170,1,0.0,168,-167,1,0.0,8,-7,1,6.341788535305103e-06
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_133.csv,109,0.01,0.0,0.24528852690374392,29,-28,1,0.0,61,-60,1,0.0,96,-95,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_7.csv,110,0.01,0.0,0.2421686873362531,55,-54,1,0.0,64,-63,1,0.0,102,-101,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_14.csv,111,0.01,0.0,0.23908852919638438,35,-34,1,1.7888677953467568e-05,60,-59,1,0.0,67,-66,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_215.csv,112,0.01,0.0,0.2360475477736666,33,-32,1,0.0,25,-24,1,0.0,122,-121,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_105.csv,113,0.01,0.0,0.23304524477707186,198,-197,1,0.0,14,-13,1,0.0,53,-52,2,-0.0002490861936221825
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_94.csv,114,0.01,0.0,0.230081128253365,36,-35,1,0.0,59,-58,1,0.0,94,-93,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_201.csv,115,0.01,0.0,0.2271547125064945,20,-19,1,0.0,47,-46,1,0.0,114,-113,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_176.csv,116,0.01,0.0,0.22426551801800595,32,-31,1,0.0,67,-66,1,0.0,234,-233,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_76.csv,117,0.01,0.0,0.2214130713684692,177,-176,1,0.0,57,-56,1,0.0,63,-62,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_87.csv,118,0.01,0.0,0.2185969051599041,6,-5,1,0.0,92,-91,1,0.0,34,-33,1,-0.0959164327707143
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_136.csv,119,0.01,0.0,0.21581655793919396,44,-43,1,0.0,31,-30,1,0.0,127,-126,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_88.csv,120,0.01,0.0,0.21307157412247185,186,-185,1,0.0,12,-11,1,0.0,70,-69,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_195.csv,121,0.01,0.0,0.21036150392046982,11,-10,1,-0.7659336151392884,156,-155,1,0.0,411,-410,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_54.csv,122,0.01,0.0,0.20768590326481623,30,-29,1,0.0,192,-191,1,0.0,58,-57,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_158.csv,123,0.01,0.0,0.20504433373527234,4,-3,1,-0.7730140264606196,129,-128,1,0.0,6,-5,1,-0.7730140264606196
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_5.csv,124,0.01,0.0,0.20243636248789254,30,-29,1,0.0,75,-74,1,0.0,29,-28,2,-0.07006060930906853
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_108.csv,125,0.01,0.0,0.1998615621840998,39,-38,1,0.0,28,-27,1,0.0,1000,-999,1,0.001585545478668191
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_163.csv,126,0.01,0.0,0.1973195109206619,19,-18,1,0.0,119,-118,1,0.0,406,-405,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_71.csv,127,0.01,0.0,0.19480979216055963,14,-13,1,0.0,84,-83,1,0.0,65,-64,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_59.csv,128,0.01,0.0,0.19233199466473272,15,-14,1,5.977019824306012e-07,28,-27,1,0.0,12,-11,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_99.csv,129,0.01,0.0,0.18988571242469568,2,-1,1,-0.7740903482949911,109,-108,1,0.0,2,-1,1,-0.7740903482949911
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_122.csv,130,0.01,0.0,0.18747054459600965,46,-45,1,0.0,50,-49,1,0.0,35,-34,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_220.csv,131,0.01,0.0,0.18508609543259968,54,-53,1,0.0,7,-6,1,0.0,77,-76,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_92.csv,132,0.01,0.0,0.18273197422190965,83,-82,1,0.0,114,-113,2,0.0,15,-14,2,-0.00022210566477620774
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_10.csv,133,0.01,0.0,0.1804077952208798,24,-23,1,-0.8070485441329023,8,-7,1,0.0,10,-9,1,-0.8070485441329023
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_230.csv,134,0.01,0.0,0.17811317759273954,15,-14,1,0.0,141,-140,1,0.0,90,-89,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_51.csv,135,0.01,0.0,0.1758477453446041,41,-40,1,0.0,69,-68,1,0.0,4,-3,1,-0.7631451100552591
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_89.csv,136,0.01,0.0,0.1736111272658651,79,-78,1,0.0,188,-187,1,0.0,133,-132,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_223.csv,137,0.01,0.0,0.17140295686736415,35,-34,1,0.0,123,-122,1,0.0,96,-95,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_4.csv,138,0.01,0.0,0.1692228723213407,55,-54,1,0.0,66,-65,1,0.0,52,-51,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_189.csv,139,0.01,0.0,0.1670705164021428,6,-5,1,0.0,69,-68,1,0.0,62,-61,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_188.csv,140,0.01,0.0,0.16494553642769394,7,-6,1,0.0,14,-13,1,0.0,82,-81,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_168.csv,141,0.01,0.0,0.1628475842017015,24,-23,1,0.0,86,-85,1,0.0,114,-113,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_28.csv,142,0.01,0.0,0.16077631595660286,7,-6,1,-0.7752455606699103,5,-4,1,0.0,16,-15,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_219.csv,143,0.01,0.0,0.1587313922972355,28,-27,1,-0.05392607352301878,46,-45,1,0.0,124,-123,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_18.csv,144,0.01,0.0,0.1567124781452248,50,-49,1,0.0,14,-13,1,0.0,20,-19,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_197.csv,145,0.01,0.0,0.1547192426840779,3,-2,1,0.0,62,-61,1,0.0,10,-9,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_66.csv,146,0.01,0.0,0.15275135930497705,3,-2,1,0.0,198,-197,1,0.0,10,-9,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_144.csv,147,0.01,0.0,0.15080850555326164,155,-154,1,0.0,34,-33,1,0.0,19,-18,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_43.csv,148,0.01,0.0,0.1488903630755915,8,-7,1,0.0,17,-16,1,0.0,146,-145,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_199.csv,149,0.01,0.0,0.14699661756778148,6,-5,1,0.0,23,-22,1,0.0,1000,-999,2,0.038822649987352846
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_161.csv,150,0.01,0.0,0.14512695872330056,88,-87,1,0.0,109,-108,1,0.0,62,-61,2,-0.512921196433782
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_224.csv,151,0.01,0.0,0.14328108018242516,5,-4,1,0.0,80,-79,1,0.0,41,-40,1,0.0
