data,num_file,L0,L2,Epsilon,RL_iters,RL_rewards,RL_nnz,RL_OG,MF_iters,MF_nnz,MF_OG,SB_iters,SB_nnz,SB_OG
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_18.csv,23,0.01,0.0,0.6742553596998428,8,9,1,0.0,14,1,0.0,8,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_62.csv,24,0.01,0.0,0.663550465082082,3,1,1,0.0,188,1,0.0,175,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_36.csv,25,0.01,0.0,0.6530155279843153,11,5,1,0.0,203,1,0.0,10,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_29.csv,26,0.01,0.0,0.6426478500559618,5,4,1,0.0,243,1,0.0,133,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_35.csv,27,0.01,0.0,0.6324447757871237,10,2,1,0.0,69,1,0.0,29,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_84.csv,28,0.01,0.0,0.6224036918284159,6,6,2,0.0,107,2,0.0,52,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_42.csv,29,0.01,0.0,0.6125220263216045,8,8,1,0.0,253,1,0.0,54,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_93.csv,30,0.01,0.0,0.602797248240865,5,6,2,0.0,17,3,0.0,8,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_82.csv,31,0.01,0.0,0.5932268667445022,15,0,1,0.0,21,1,0.0,12,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_48.csv,32,0.01,0.0,0.5838084305369625,6,5,1,0.0,135,1,0.0,71,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_99.csv,33,0.01,0.0,0.5745395272409755,2,3,1,-0.7740903482949911,109,1,0.0,4,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_87.csv,34,0.01,0.0,0.565417782779662,10,10,1,-0.0959164327707143,92,1,0.0,10,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_34.csv,35,0.01,0.0,0.5564408607684541,8,2,1,0.0,51,1,0.0,125,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_4.csv,36,0.01,0.0,0.5476064619166684,28,-5,1,0.0,66,1,0.0,29,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_89.csv,37,0.01,0.0,0.5389123234385813,15,9,1,0.0,188,1,0.0,61,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_49.csv,38,0.01,0.0,0.5303562184738522,29,2,1,0.0,36,1,0.0,21,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_21.csv,39,0.01,0.0,0.521935955517152,5,7,1,5.4352934080030226e-05,119,2,0.0,8,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_85.csv,40,0.01,0.0,0.5136493778568444,12,4,1,0.0,22,1,0.0,11,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_72.csv,41,0.01,0.0,0.5054943630225778,11,12,1,-0.8057762551384601,50,1,0.0,14,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_12.csv,42,0.01,0.0,0.4974688222416519,25,6,1,2.757702610427989e-05,72,1,0.0,20,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_27.csv,43,0.01,0.0,0.48957069990401214,21,2,1,0.0,42,1,0.0,11,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_22.csv,44,0.01,0.0,0.48179797303573924,19,2,1,0.0,114,1,0.0,36,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_28.csv,45,0.01,0.0,0.4741486507808972,4,5,1,0.0,5,1,0.0,4,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_37.csv,46,0.01,0.0,0.46662077389160883,12,6,1,0.0,147,1,0.0,62,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_78.csv,47,0.01,0.0,0.45921241422622705,15,0,1,0.0,71,1,0.0,8,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_60.csv,48,0.01,0.0,0.4519216742554721,8,5,1,0.0,90,1,0.0,14,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_7.csv,49,0.01,0.0,0.4447466865764113,12,9,1,0.0,64,1,0.0,14,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_75.csv,50,0.01,0.0,0.437685613434155,7,4,1,0.0,97,1,0.0,13,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_54.csv,51,0.01,0.0,0.4307366462511449,22,-4,1,0.0,192,1,0.0,78,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_71.csv,52,0.01,0.0,0.42389800516391796,6,9,1,0.0,84,1,0.0,8,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_31.csv,53,0.01,0.0,0.41716793856722234,20,-2,1,0.0,66,1,0.0,11,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_98.csv,54,0.01,0.0,0.4105447226653737,9,10,1,0.0,16,1,0.0,8,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_50.csv,55,0.01,0.0,0.4040266610307323,80,-37,1,0.0,217,1,0.0,29,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_96.csv,56,0.01,0.0,0.39761208416919236,36,-12,1,0.0,111,1,0.0,42,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_0.csv,57,0.01,0.0,0.3912993490925674,44,-14,1,0.0,113,1,0.0,19,1,9.015282352633801e-06
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_74.csv,58,0.01,0.0,0.3850868388977666,27,-4,1,0.0,84,1,0.0,13,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_40.csv,59,0.01,0.0,0.37897296235265115,8,0,2,0.0,182,2,0.0,8,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_61.csv,60,0.01,0.0,0.3729561534884668,49,-17,1,0.0,78,1,0.0,35,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_92.csv,61,0.01,0.0,0.36703487119874645,7,10,2,0.0,114,2,0.0,7,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_11.csv,62,0.01,0.0,0.361207598844582,29,-2,1,0.0,66,1,0.0,34,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_95.csv,63,0.01,0.0,0.3554728438661607,27,-1,1,0.0,40,1,0.0,14,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_6.csv,64,0.01,0.0,0.3498291374004722,10,5,1,0.0,22,1,0.0,5,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_90.csv,65,0.01,0.0,0.3442750339050822,10,5,1,0.0,214,1,0.0,11,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_32.csv,66,0.01,0.0,0.3388091107878812,22,-2,1,0.0,243,1,0.0,26,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_45.csv,67,0.01,0.0,0.33342996804271086,34,-8,1,0.0,102,1,0.0,18,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_59.csv,68,0.01,0.0,0.3281362278907755,23,-5,1,0.0,28,1,0.0,11,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_9.csv,69,0.01,0.0,0.3229265344277467,37,-11,2,0.0,103,2,0.0,11,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_77.csv,70,0.01,0.0,0.3177995532764708,4,5,1,0.0,146,1,0.0,34,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_73.csv,71,0.01,0.0,0.31275397124519017,4,5,1,0.0,202,1,0.0,55,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_63.csv,72,0.01,0.0,0.3077884959911908,10,3,1,0.0,27,1,0.0,7,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_47.csv,73,0.01,0.0,0.3029018556897897,17,-3,1,0.0,80,1,0.0,13,1,1.5158111765255494e-05
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_17.csv,74,0.01,0.0,0.2980927987085787,11,4,1,0.0,41,1,0.0,8,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_83.csv,75,0.01,0.0,0.2933600932868384,18,-1,1,0.0,61,1,0.0,24,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_44.csv,76,0.01,0.0,0.28870252722004386,16,3,1,0.0,90,1,0.0,21,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_25.csv,77,0.01,0.0,0.2841189075493783,19,-5,1,0.0,95,1,0.0,12,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_79.csv,78,0.01,0.0,0.2796080602561756,22,18,1,-0.08870920829789675,46,1,0.0,26,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_70.csv,79,0.01,0.0,0.2751688299612152,11,7,1,0.0,7,1,0.0,6,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_38.csv,80,0.01,0.0,0.2708000796287911,17,6,1,0.0,62,1,0.0,13,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_80.csv,81,0.01,0.0,0.2665006902754783,9,2,1,0.0,33,1,0.0,6,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_2.csv,82,0.01,0.0,0.2622695606835243,11,9,1,0.0,43,1,0.0,22,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_86.csv,83,0.01,0.0,0.25810560711878955,21,-6,1,0.0,163,1,0.0,36,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_41.csv,84,0.01,0.0,0.2540077630531673,19,-10,1,0.0,130,1,0.0,101,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_24.csv,85,0.01,0.0,0.24997497889141027,21,2,1,0.0,116,1,0.0,18,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_67.csv,86,0.01,0.0,0.24600622170229297,17,-3,2,0.0,43,2,0.0,114,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_33.csv,87,0.01,0.0,0.24210047495404458,5,8,2,0.0,27,2,0.0,16,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_76.csv,88,0.01,0.0,0.23825673825398078,8,10,1,0.0,57,1,0.0,11,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_5.csv,89,0.01,0.0,0.2344740270922693,10,3,1,0.0,75,1,0.0,33,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_64.csv,90,0.01,0.0,0.23075137258976414,4,5,1,0.0,108,1,0.0,42,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_43.csv,91,0.01,0.0,0.22708782124984325,7,11,1,0.0,17,1,0.0,10,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_55.csv,92,0.01,0.0,0.223482434714186,8,12,1,0.0,174,1,0.0,10,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_65.csv,93,0.01,0.0,0.21993428952242794,9,10,1,0.0,27,1,0.0,17,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_68.csv,94,0.01,0.0,0.2164424768756321,7,6,1,0.0,82,1,0.0,8,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_39.csv,95,0.01,0.0,0.2130061024035147,5,8,1,0.0,73,1,0.0,5,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_13.csv,96,0.01,0.0,0.20962428593536703,7,10,1,0.0,83,1,0.0,18,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_57.csv,97,0.01,0.0,0.20629616127461464,7,13,1,0.0,88,1,0.0,29,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_97.csv,98,0.01,0.0,0.2030208759769546,9,7,1,0.0,42,1,0.0,15,1,6.20268892852299e-06
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_53.csv,99,0.01,0.0,0.19979759113201637,6,8,1,0.0,68,1,0.0,13,1,0.0
