data,num_file,L0,L2,Epsilon,RL_iters,RL_rewards,RL_nnz,RL_OG,MF_iters,MF_nnz,MF_OG,SB_iters,SB_nnz,SB_OG
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_82.csv,26,0.01,0.0,0.7007054841201497,23,-22,1,0.0,21,1,0.0,34,1,1.374296737824104e-05
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_477.csv,27,0.01,0.0,0.6917931688067901,258,-257,1,0.0,222,1,0.0,49,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_246.csv,28,0.01,0.0,0.682994209769418,47,-46,1,0.0,112,1,0.0,22,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_189.csv,29,0.01,0.0,0.6743071652227244,16,-15,1,0.0,69,1,0.0,15,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_278.csv,30,0.01,0.0,0.6657306117195513,19,-18,1,0.0,56,1,0.0,21,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_275.csv,31,0.01,0.0,0.6572631439176526,1,0,1,-0.7600608855034702,1,1,-0.7600608855034702,1,1,-0.7600608855034702
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_463.csv,32,0.01,0.0,0.6489033743494148,124,-123,1,0.0,82,1,0.0,19,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_154.csv,33,0.01,0.0,0.6406499331945089,68,-67,1,0.0,44,1,0.0,10,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_56.csv,34,0.01,0.0,0.6325014680554323,136,-135,1,0.0,94,1,0.0,28,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_491.csv,35,0.01,0.0,0.6244566437359081,6,-5,1,0.0,70,1,0.0,19,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_472.csv,36,0.01,0.0,0.6165141420221025,95,-94,1,0.0,72,1,0.0,35,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_150.csv,37,0.01,0.0,0.6086726614666215,15,-14,1,0.0,69,1,0.0,15,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_452.csv,38,0.01,0.0,0.6009309171752603,77,-76,1,0.0,52,1,0.0,11,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_156.csv,39,0.01,0.0,0.5932876405964593,17,-16,1,0.0,141,1,0.0,44,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_92.csv,40,0.01,0.0,0.5857415793134447,12,-11,2,0.0,114,2,0.0,7,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_187.csv,41,0.01,0.0,0.5782914968390049,48,-47,1,-0.10429663712732731,27,1,0.0,10,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_268.csv,42,0.01,0.0,0.5709361724128857,32,-31,1,0.0,27,1,0.0,17,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_489.csv,43,0.01,0.0,0.5636744008017557,6,-5,1,0.0,6,1,0.0,4,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_375.csv,44,0.01,0.0,0.5565049921017191,247,-246,1,0.0,167,1,0.0,10,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_212.csv,45,0.01,0.0,0.5494267715433381,123,-122,1,0.0,89,1,0.0,15,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_462.csv,46,0.01,0.0,0.5424385792991389,11,-10,1,0.0,169,1,0.0,14,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_288.csv,47,0.01,0.0,0.5355392702935645,180,-179,1,0.0,139,1,0.0,14,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_348.csv,48,0.01,0.0,0.5287277140153429,93,-92,1,0.0,61,1,0.0,11,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_329.csv,49,0.01,0.0,0.5220027943322413,1,0,1,-0.7813346809858234,1,1,-0.7813346809858234,1,1,-0.7813346809858234
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_202.csv,50,0.01,0.0,0.5153634093081814,17,-16,1,0.0,93,1,0.0,18,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_122.csv,51,0.01,0.0,0.5088084710226752,24,-23,1,0.0,50,1,0.0,17,1,7.682970118106707e-05
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_407.csv,52,0.01,0.0,0.5023369053925635,219,-218,1,0.0,11,1,0.0,8,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_174.csv,53,0.01,0.0,0.49594765199601337,269,-268,1,0.0,152,1,0.0,19,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_219.csv,54,0.01,0.0,0.48963966389876107,79,-78,1,0.0,46,1,0.0,12,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_258.csv,55,0.01,0.0,0.4834119074825641,10,-9,1,0.0,112,1,0.0,15,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_197.csv,56,0.01,0.0,0.47726336227583205,4,-3,1,0.0,62,1,0.0,6,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_474.csv,57,0.01,0.0,0.47119302078641456,27,-26,1,0.0,38,1,0.0,11,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_159.csv,58,0.01,0.0,0.4651998883365146,256,-255,1,0.0,179,1,0.0,26,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_384.csv,59,0.01,0.0,0.4592829828997018,12,-11,1,0.0,95,1,0.0,8,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_90.csv,60,0.01,0.0,0.4534413349399993,8,-7,1,0.0,214,1,0.0,69,1,1.4679841121154903e-06
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_214.csv,61,0.01,0.0,0.44767398725301655,116,-115,1,0.0,58,1,0.0,9,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_16.csv,62,0.01,0.0,0.4419799948091041,13,-12,1,0.0,72,1,0.0,9,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_341.csv,63,0.01,0.0,0.4363584245985008,24,-23,1,0.0,52,1,0.0,19,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_1.csv,64,0.01,0.0,0.43080835547845325,17,-16,2,0.0,60,2,0.0,13,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_45.csv,65,0.01,0.0,0.42532887802227887,35,-34,1,0.0,102,1,0.0,16,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_493.csv,66,0.01,0.0,0.4199190943703468,12,-11,1,0.0,67,1,0.0,87,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_123.csv,67,0.01,0.0,0.4145781180829574,89,-88,1,0.0,186,1,0.0,29,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_55.csv,68,0.01,0.0,0.4093050739950916,32,-31,1,0.0,174,1,0.0,16,1,-0.09879657232658226
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_223.csv,69,0.01,0.0,0.4040990980730063,198,-197,1,0.0,123,1,0.0,18,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_418.csv,70,0.01,0.0,0.39895933727265603,274,-273,1,0.0,159,1,0.0,19,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_242.csv,71,0.01,0.0,0.3938849493999134,16,-15,1,0.0,20,1,0.0,15,1,2.9420867024418658e-06
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_25.csv,72,0.01,0.0,0.38887510297257033,22,-21,1,0.0,95,1,0.0,19,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_470.csv,73,0.01,0.0,0.3839289770840895,53,-52,1,0.0,86,1,0.0,26,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_336.csv,74,0.01,0.0,0.3790457612690943,16,-15,1,0.0,247,1,0.0,83,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_417.csv,75,0.01,0.0,0.3742246553705658,6,-5,1,-0.7926637641773695,4,1,0.0,3,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_403.csv,76,0.01,0.0,0.3694648694087305,60,-59,1,0.0,118,1,0.0,22,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_360.csv,77,0.01,0.0,0.36476562345161545,5,-4,1,0.0,201,1,0.0,45,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_221.csv,78,0.01,0.0,0.36012614748724886,166,-165,1,0.0,94,1,0.0,29,1,2.668244675460671e-05
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_255.csv,79,0.01,0.0,0.35554568129748837,33,-32,2,0.0,38,2,0.0,25,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_374.csv,80,0.01,0.0,0.35102347433345177,28,-27,1,0.0,20,1,0.0,17,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_193.csv,81,0.01,0.0,0.34655878559253317,10,-9,1,0.0,147,1,0.0,12,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_398.csv,82,0.01,0.0,0.3421508834969842,10,-9,1,0.0,65,1,0.0,11,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_111.csv,83,0.01,0.0,0.3377990457740369,23,-22,1,0.0,11,1,0.0,4,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_300.csv,84,0.01,0.0,0.3335025593375552,29,-28,1,0.0,218,1,0.0,26,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_421.csv,85,0.01,0.0,0.3292607201711881,180,-179,1,0.0,85,1,0.0,5,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_71.csv,86,0.01,0.0,0.3250728332130117,9,-8,1,0.0,84,1,0.0,20,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_35.csv,87,0.01,0.0,0.3209382122416352,22,-21,1,0.0,69,1,0.0,12,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_450.csv,88,0.01,0.0,0.3168561797637599,9,-8,1,-0.8189294137243643,2,1,0.0,2,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_267.csv,89,0.01,0.0,0.31282606690316533,11,-10,1,0.0,118,1,0.0,16,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_485.csv,90,0.01,0.0,0.30884721329110837,7,-6,1,0.0,89,1,0.0,16,1,3.475328125463579e-06
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_324.csv,91,0.01,0.0,0.30491896695811543,25,-24,1,0.0,43,1,0.0,17,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_359.csv,92,0.01,0.0,0.30104068422715147,200,-199,1,0.0,118,1,0.0,23,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_438.csv,93,0.01,0.0,0.2972117296081491,45,-44,1,-0.09638497834702857,27,1,0.0,36,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_96.csv,94,0.01,0.0,0.29343147569387706,54,-53,1,0.0,111,1,0.0,29,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_334.csv,95,0.01,0.0,0.2896993030571346,12,-11,1,-0.09891410541694036,96,1,0.0,8,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_271.csv,96,0.01,0.0,0.2860146001492531,26,-25,1,0.0,105,1,0.0,28,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_191.csv,97,0.01,0.0,0.28237676319988847,132,-131,1,0.0,43,1,0.0,14,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_226.csv,98,0.01,0.0,0.27878519611808733,10,-9,1,0.0,154,1,0.0,17,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_118.csv,99,0.01,0.0,0.2752393103946134,123,-122,1,0.0,53,1,0.0,7,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_443.csv,100,0.01,0.0,0.2717385250055153,9,-8,2,0.0,90,2,0.0,30,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_499.csv,101,0.01,0.0,0.26828226631692026,10,-9,1,0.0,96,1,0.0,30,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_249.csv,102,0.01,0.0,0.26486996799103824,8,-7,1,0.0,156,1,0.0,126,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_264.csv,103,0.01,0.0,0.2615010708933653,12,-11,1,0.0,145,1,0.0,42,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_361.csv,104,0.01,0.0,0.25817502300106204,16,-15,1,0.0,94,1,0.0,12,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_110.csv,105,0.01,0.0,0.2548912793125012,11,-10,1,0.0,14,1,0.0,12,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_220.csv,106,0.01,0.0,0.2516493017579638,11,-10,1,0.0,7,1,0.0,5,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_281.csv,107,0.01,0.0,0.24844855911147218,27,-26,1,7.373463085267277e-06,153,1,0.0,14,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_397.csv,108,0.01,0.0,0.24528852690374392,6,-5,1,0.0,229,1,0.0,130,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_247.csv,109,0.01,0.0,0.2421686873362531,9,-8,1,0.0,221,1,0.0,24,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_311.csv,110,0.01,0.0,0.23908852919638438,20,-19,1,0.0,57,1,0.0,72,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_388.csv,111,0.01,0.0,0.2360475477736666,28,-27,1,0.0,67,1,0.0,16,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_216.csv,112,0.01,0.0,0.23304524477707186,31,-30,1,0.0,18,1,0.0,11,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_430.csv,113,0.01,0.0,0.230081128253365,4,-3,1,-0.10264334763939377,148,1,0.0,2,1,-0.7791787574227607
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_358.csv,114,0.01,0.0,0.2271547125064945,8,-7,1,0.0,130,1,0.0,8,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_436.csv,115,0.01,0.0,0.22426551801800595,322,-321,1,0.0,150,1,0.0,27,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_24.csv,116,0.01,0.0,0.2214130713684692,34,-33,1,0.0,116,1,0.0,41,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_23.csv,117,0.01,0.0,0.2185969051599041,83,-82,1,0.0,51,1,0.0,34,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_54.csv,118,0.01,0.0,0.21581655793919396,28,-27,1,0.0,192,1,0.0,8,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_31.csv,119,0.01,0.0,0.21307157412247185,8,-7,1,0.0,66,1,0.0,17,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_210.csv,120,0.01,0.0,0.21036150392046982,39,-38,1,0.0,87,1,0.0,27,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_284.csv,121,0.01,0.0,0.20768590326481623,23,-22,1,0.0,48,1,0.0,12,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_97.csv,122,0.01,0.0,0.20504433373527234,20,-19,1,0.0,42,1,0.0,13,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_492.csv,123,0.01,0.0,0.20243636248789254,21,-20,1,0.0,101,1,0.0,18,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_337.csv,124,0.01,0.0,0.1998615621840998,21,-20,1,0.0,155,1,0.0,23,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_137.csv,125,0.01,0.0,0.1973195109206619,12,-11,1,0.0,107,1,0.0,14,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_283.csv,126,0.01,0.0,0.19480979216055963,5,-4,1,0.0,7,1,0.0,8,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_160.csv,127,0.01,0.0,0.19233199466473272,2,-1,1,-0.768723538627854,24,1,0.0,3,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_132.csv,128,0.01,0.0,0.18988571242469568,10,-9,1,-0.09632992325545471,139,1,0.0,7,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_366.csv,129,0.01,0.0,0.18747054459600965,34,-33,1,0.0,28,1,0.0,12,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_10.csv,130,0.01,0.0,0.18508609543259968,10,-9,1,0.0,8,1,0.0,13,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_53.csv,131,0.01,0.0,0.18273197422190965,8,-7,1,0.0,68,1,0.0,6,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_296.csv,132,0.01,0.0,0.1804077952208798,148,-147,1,9.844680601150661e-06,49,1,0.0,10,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_146.csv,133,0.01,0.0,0.17811317759273954,6,-5,1,0.0,55,1,0.0,10,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_99.csv,134,0.01,0.0,0.1758477453446041,2,-1,1,-0.7740903482949911,109,1,0.0,50,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_440.csv,135,0.01,0.0,0.1736111272658651,22,-21,1,0.0,75,1,0.0,26,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_81.csv,136,0.01,0.0,0.17140295686736415,37,-36,1,0.0,43,1,0.0,21,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_203.csv,137,0.01,0.0,0.1692228723213407,15,-14,1,0.0,45,1,0.0,5,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_331.csv,138,0.01,0.0,0.1670705164021428,22,-21,1,0.0,45,2,0.0,32,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_79.csv,139,0.01,0.0,0.16494553642769394,193,-192,1,0.0,46,1,0.0,9,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_182.csv,140,0.01,0.0,0.1628475842017015,200,-199,1,0.0,60,1,0.0,13,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_257.csv,141,0.01,0.0,0.16077631595660286,264,-263,1,0.0,90,1,0.0,8,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_280.csv,142,0.01,0.0,0.1587313922972355,84,-83,1,0.0,29,1,0.0,9,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_145.csv,143,0.01,0.0,0.1567124781452248,240,-239,1,0.0,96,1,0.0,23,1,9.552619684083616e-05
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_289.csv,144,0.01,0.0,0.1547192426840779,255,-254,1,0.0,134,1,0.0,14,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_107.csv,145,0.01,0.0,0.15275135930497705,47,-46,1,0.0,228,1,0.0,21,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_101.csv,146,0.01,0.0,0.15080850555326164,213,-212,1,0.0,99,1,0.0,12,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_298.csv,147,0.01,0.0,0.1488903630755915,62,-61,1,0.0,81,1,0.0,15,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_133.csv,148,0.01,0.0,0.14699661756778148,233,-232,1,0.0,61,1,0.0,20,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_414.csv,149,0.01,0.0,0.14512695872330056,360,-359,1,0.0,49,1,0.0,19,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_178.csv,150,0.01,0.0,0.14328108018242516,71,-70,1,0.0,95,1,0.0,16,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_353.csv,151,0.01,0.0,0.1414586794820393,11,-10,1,0.0,307,1,0.0,215,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_327.csv,152,0.01,0.0,0.13965945800607427,41,-40,2,0.0,174,2,0.0,118,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_157.csv,153,0.01,0.0,0.13788312093657648,36,-35,1,-0.7672252469362655,51,1,0.0,18,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_419.csv,154,0.01,0.0,0.13612937720539964,13,-12,1,0.0,2,1,0.0,2,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_201.csv,155,0.01,0.0,0.13439793944651118,69,-68,1,0.0,47,1,0.0,28,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_161.csv,156,0.01,0.0,0.13268852394890404,60,-59,1,0.0,109,1,0.0,38,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_102.csv,157,0.01,0.0,0.13100085061010913,38,-37,1,0.0,244,1,0.0,38,1,6.37745238241585e-05
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_415.csv,158,0.01,0.0,0.12933464289029697,31,-30,1,0.0,90,1,0.0,12,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_19.csv,159,0.01,0.0,0.12768962776696507,29,-28,1,-0.7644515539077836,82,1,0.0,8,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_207.csv,160,0.01,0.0,0.12606553569020063,3,-2,2,0.0,57,2,0.0,16,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_286.csv,161,0.01,0.0,0.12446210053851267,83,-82,1,0.0,32,1,0.0,19,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_409.csv,162,0.01,0.0,0.12287905957522513,81,-80,1,0.0,125,1,0.0,30,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_78.csv,163,0.01,0.0,0.12131615340542581,57,-56,1,0.0,71,1,0.0,15,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_168.csv,164,0.01,0.0,0.11977312593346195,54,-53,1,0.0,86,1,0.0,23,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_65.csv,165,0.01,0.0,0.11824972432097677,42,-41,1,0.0,27,1,0.0,8,1,0.0
