data,num_file,L0,L2,Epsilon,RL_iters,RL_rewards,RL_nnz,RL_OG,MF_iters,MF_nnz,MF_OG,SB_iters,SB_nnz,SB_OG
x_gen_syn_n3_p150_corr0.8_snr4_b0.1_seed2046_0.csv,3,0.0086538206398707,0.0,0.05,1000,-52,18,0.2834069364031227,1000,16,0.2141033783662284,1000,18,0.3811136334154842
x_gen_syn_n2_p60_corr0.7_snr3_b0.6_seed2026_0.csv,4,0.0663281793452285,0.0,0.05,65,67,4,-0.0018165946468655,430,4,-0.0025265012055334,653,4,-0.0003954894288539
x_gen_syn_n2_p60_corr0.7_snr3_b0.6_seed2026_0.csv,4,0.0331640896726142,0.0,0.05,29,28,4,0.0,1000,6,0.1048450793228578,1000,6,0.1015486772948819
x_gen_syn_n2_p60_corr0.7_snr3_b0.6_seed2026_0.csv,4,0.0221093931150761,0.0,0.05,38,39,4,0.0,1000,8,0.2115131529036672,1000,8,0.20669802823428
x_gen_syn_n2_p60_corr0.7_snr3_b0.6_seed2026_0.csv,4,0.011054696557538,0.0,0.05,39,53,6,0.0,1000,18,0.659245994962636,1000,15,0.4939159889681429
x_gen_syn_n2_p50_corr0.8_snr2_b0.5_seed2039_0.csv,5,0.0626961705818454,0.0,0.05,1000,-70,5,0.1058538105322432,1000,5,0.106746802064177,1000,5,0.1170566856918662
x_gen_syn_n2_p50_corr0.8_snr2_b0.5_seed2039_0.csv,5,0.0313480852909227,0.0,0.05,57,55,5,0.0,1000,6,0.0873856549476202,1000,6,0.0873856549476202
x_gen_syn_n2_p50_corr0.8_snr2_b0.5_seed2039_0.csv,5,0.0208987235272818,0.0,0.05,24,27,5,0.0,1000,7,0.1377046283202032,1000,6,0.0702566190995235
x_gen_syn_n2_p50_corr0.8_snr2_b0.5_seed2039_0.csv,5,0.0104493617636409,0.0,0.05,24,21,5,0.0,1000,15,0.4312722635529512,1000,11,0.2493582892712682
x_gen_syn_n2_p60_corr0.8_snr3_b0.3_seed2036_0.csv,6,0.0726255553109789,0.0,0.05,1000,-57,2,0.1916436758801352,1000,6,0.3603836070382328,1000,5,0.2281509257262981
x_gen_syn_n2_p60_corr0.8_snr3_b0.3_seed2036_0.csv,6,0.0363127776554894,0.0,0.05,87,57,5,0.0,1000,7,0.3192980765013924,1000,6,0.1701254580492244
x_gen_syn_n2_p60_corr0.8_snr3_b0.3_seed2036_0.csv,6,0.0242085184369929,0.0,0.05,70,64,4,0.0,1000,8,0.4056178901293558,1000,6,0.1098378690438049
x_gen_syn_n2_p60_corr0.8_snr3_b0.3_seed2036_0.csv,6,0.0121042592184964,0.0,0.05,126,56,5,0.0,1000,15,0.6908651876689217,1000,10,0.2765001109736186
x_gen_syn_n2_p70_corr0.9_snr3_b0.0_seed2045_0.csv,7,0.0738903542208786,0.0,0.05,1000,-52,2,0.0879442819246489,1000,3,0.1900597679544733,1000,3,0.155667188553861
x_gen_syn_n2_p70_corr0.9_snr3_b0.0_seed2045_0.csv,7,0.0369451771104393,0.0,0.05,1000,-55,8,0.3780768022452116,1000,7,0.2674312009857247,1000,7,0.2782462939390112
x_gen_syn_n2_p70_corr0.9_snr3_b0.0_seed2045_0.csv,7,0.0246301180736262,0.0,0.05,1000,-48,7,0.1942283417750814,1000,7,0.178704427315696,1000,7,0.1691990768200078
x_gen_syn_n2_p70_corr0.9_snr3_b0.0_seed2045_0.csv,7,0.0123150590368131,0.0,0.05,1000,-49,8,0.1186743117279972,1000,7,0.0616741392225167,1000,7,0.0672851220230604
x_gen_syn_n3_p50_corr0.6_snr4_b0.7_seed2037_0.csv,8,0.0827185022158911,0.0,0.05,11,17,2,0.0,1000,4,0.2507201105114436,143,2,0.0
x_gen_syn_n3_p50_corr0.6_snr4_b0.7_seed2037_0.csv,8,0.0413592511079455,0.0,0.05,31,25,2,0.0,1000,5,0.0833070336989247,1000,4,0.0345274386775328
x_gen_syn_n3_p50_corr0.6_snr4_b0.7_seed2037_0.csv,8,0.0275728340719637,0.0,0.05,10,11,5,-0.0060230081296398,22,5,-0.0060230081296398,182,5,-0.0135967999663703
x_gen_syn_n3_p50_corr0.6_snr4_b0.7_seed2037_0.csv,8,0.0137864170359818,0.0,0.05,10,17,5,0.0,1000,9,0.3328749946573251,1000,9,0.3328749946573251
x_gen_syn_n3_p40_corr0.5_snr5_b0.8_seed2044_0.csv,9,0.0721535816850511,0.0,0.05,10,10,4,-0.0034152908054503,13,4,-0.0597808338959203,14,4,-0.0447778407155485
x_gen_syn_n3_p40_corr0.5_snr5_b0.8_seed2044_0.csv,9,0.0360767908425255,0.0,0.05,5,5,4,0.0,6,4,0.0,7,4,0.0
x_gen_syn_n3_p40_corr0.5_snr5_b0.8_seed2044_0.csv,9,0.024051193895017,0.0,0.05,4,7,4,-0.1796324407886197,6,4,-0.204408898081917,7,4,-0.2154393464118416
x_gen_syn_n3_p40_corr0.5_snr5_b0.8_seed2044_0.csv,9,0.0120255969475085,0.0,0.05,10,17,5,0.0,30,5,0.0,1000,9,0.4540623529982592
x_gen_syn_n2_p30_corr0.7_snr5_b0.0_seed2029_0.csv,10,0.0834226955328409,0.0,0.05,10,10,3,-0.0121667654079464,7,3,-0.0121667654079464,11,3,-0.0165430167112333
x_gen_syn_n2_p30_corr0.7_snr5_b0.0_seed2029_0.csv,10,0.0417113477664204,0.0,0.05,4,7,3,-0.0417612628622787,7,3,0.0,4,3,-0.0444652634031951
x_gen_syn_n2_p30_corr0.7_snr5_b0.0_seed2029_0.csv,10,0.0278075651776136,0.0,0.05,3,5,3,0.0,11,3,0.0,3,3,-0.1632790695866152
x_gen_syn_n2_p30_corr0.7_snr5_b0.0_seed2029_0.csv,10,0.0139037825888068,0.0,0.05,13,20,3,0.0,1000,8,0.5276799981767203,202,3,0.0
x_gen_syn_n2_p120_corr0.9_snr4_b0.2_seed2033_0.csv,11,0.0681159712099066,0.0,0.05,1000,-41,2,0.2913381430723067,1000,5,0.4742257127426948,1000,6,0.5264751920073797
x_gen_syn_n2_p120_corr0.9_snr4_b0.2_seed2033_0.csv,11,0.0340579856049533,0.0,0.05,1000,-35,8,0.8528951513149073,1000,14,1.1684103621183364,1000,10,0.7228436055793079
x_gen_syn_n2_p120_corr0.9_snr4_b0.2_seed2033_0.csv,11,0.0227053237366355,0.0,0.05,1000,-38,10,0.865252359924946,1000,14,0.8658187413382301,1000,12,0.7497477626783559
x_gen_syn_n2_p120_corr0.9_snr4_b0.2_seed2033_0.csv,11,0.0113526618683177,0.0,0.05,1000,-44,21,0.9449290910777642,1000,17,0.7832077895076122,1000,13,0.4910004759908015
x_gen_syn_n3_p50_corr0.6_snr4_b0.4_seed2022_0.csv,12,0.0696895679665689,0.0,0.05,20,18,4,0.0,1000,5,0.1086431792014224,515,4,0.0
x_gen_syn_n3_p50_corr0.6_snr4_b0.4_seed2022_0.csv,12,0.0348447839832844,0.0,0.05,14,12,4,0.0,1000,5,0.0466111717347341,1000,5,0.0346404791992331
x_gen_syn_n3_p50_corr0.6_snr4_b0.4_seed2022_0.csv,12,0.0232298559888563,0.0,0.05,9,10,5,-0.0015914214912575,1000,5,0.0120013087543278,284,5,-0.008786034542221
x_gen_syn_n3_p50_corr0.6_snr4_b0.4_seed2022_0.csv,12,0.0116149279944281,0.0,0.05,10,13,5,0.0,132,5,0.0,1000,7,0.1406857949869895
x_gen_syn_n2_p20_corr0.8_snr5_b0.6_seed2034_0.csv,13,0.1260572537642023,0.0,0.05,8,11,1,0.0,94,1,0.0,39,1,0.0
x_gen_syn_n2_p20_corr0.8_snr5_b0.6_seed2034_0.csv,13,0.0630286268821011,0.0,0.05,10,8,2,-0.0005556995512743,116,2,-0.0080369287528833,19,2,-0.0080369287528833
x_gen_syn_n2_p20_corr0.8_snr5_b0.6_seed2034_0.csv,13,0.0420190845880674,0.0,0.05,6,6,2,-0.0297298463609293,5,2,-0.0067575685969023,5,2,-0.030218361131719
x_gen_syn_n2_p20_corr0.8_snr5_b0.6_seed2034_0.csv,13,0.0210095422940337,0.0,0.05,5,8,2,0.0,1000,3,0.1706078390383927,1000,3,0.1706078390383927
x_gen_syn_n3_p140_corr0.8_snr5_b0.0_seed2038_0.csv,14,0.0482999534058143,0.0,0.05,1000,-45,14,0.7290817065411924,1000,14,0.8740585394678504,1000,14,0.841231769513999
x_gen_syn_n3_p140_corr0.8_snr5_b0.0_seed2038_0.csv,14,0.0241499767029071,0.0,0.05,1000,-36,14,0.395550231828261,1000,14,0.4365852382020775,1000,14,0.4596276948301314
x_gen_syn_n3_p140_corr0.8_snr5_b0.0_seed2038_0.csv,14,0.0160999844686047,0.0,0.05,1000,-47,14,0.2660761897184821,1000,15,0.3360858951635774,1000,14,0.3320460304860308
x_gen_syn_n3_p140_corr0.8_snr5_b0.0_seed2038_0.csv,14,0.0080499922343023,0.0,0.05,1000,-44,19,0.3340405326487453,1000,18,0.31306379082116,1000,17,0.3015425130431336
x_gen_syn_n2_p90_corr0.8_snr2_b0.2_seed2027_0.csv,15,0.0625633880197435,0.0,0.05,1000,-55,8,0.4422191463369815,1000,8,0.5032033165833069,1000,7,0.4619491095084433
x_gen_syn_n2_p90_corr0.8_snr2_b0.2_seed2027_0.csv,15,0.0312816940098717,0.0,0.05,1000,-48,8,0.21200494579477,1000,13,0.7005668098890192,1000,10,0.4653942079461964
x_gen_syn_n2_p90_corr0.8_snr2_b0.2_seed2027_0.csv,15,0.0208544626732478,0.0,0.05,1000,-43,8,0.1741835627900818,1000,17,0.8513151683319641,1000,13,0.5031775773981462
x_gen_syn_n2_p90_corr0.8_snr2_b0.2_seed2027_0.csv,15,0.0104272313366239,0.0,0.05,1000,-53,17,0.4098313864700439,1000,28,1.0746224154568067,1000,23,0.6939019588687677
x_gen_syn_n3_p20_corr0.6_snr2_b0.7_seed2031_0.csv,16,0.0896236227681211,0.0,0.05,2,2,2,0.0,2,2,0.0,2,2,0.0
x_gen_syn_n3_p20_corr0.6_snr2_b0.7_seed2031_0.csv,16,0.0448118113840605,0.0,0.05,2,3,2,-0.2030807479545842,2,2,-0.2030807479545842,2,2,-0.2030807479545842
x_gen_syn_n3_p20_corr0.6_snr2_b0.7_seed2031_0.csv,16,0.029874540922707,0.0,0.05,2,2,2,3.468512400602107e-08,2,2,3.468512400602107e-08,2,2,3.468512400602107e-08
x_gen_syn_n3_p20_corr0.6_snr2_b0.7_seed2031_0.csv,16,0.0149372704613535,0.0,0.05,6,9,2,0.0,168,2,0.0,10,2,0.0
x_gen_syn_n2_p70_corr0.8_snr3_b0.7_seed2024_0.csv,17,0.0848202128022784,0.0,0.05,66,47,1,0.0,1000,7,0.7639132949458597,1000,4,0.5107627578823114
x_gen_syn_n2_p70_corr0.8_snr3_b0.7_seed2024_0.csv,17,0.0424101064011392,0.0,0.05,1000,-53,7,0.1935374951760821,1000,7,0.3170264780481343,1000,7,0.2595603845393179
x_gen_syn_n2_p70_corr0.8_snr3_b0.7_seed2024_0.csv,17,0.0282734042674261,0.0,0.05,1000,-40,12,0.500170290972902,1000,11,0.4893300232701131,1000,10,0.4273394805977687
x_gen_syn_n2_p70_corr0.8_snr3_b0.7_seed2024_0.csv,17,0.014136702133713,0.0,0.05,1000,-64,11,0.2329878286631329,1000,22,0.8980800094671454,1000,17,0.680844744518178
x_gen_syn_n3_p90_corr0.5_snr3_b0.7_seed2025_0.csv,18,0.0597395158797658,0.0,0.05,58,54,3,-0.0021149003595036,298,3,0.0,247,3,0.0
x_gen_syn_n3_p90_corr0.5_snr3_b0.7_seed2025_0.csv,18,0.0298697579398829,0.0,0.05,56,52,4,0.0,1000,9,0.1638662385647049,1000,8,0.1372548393323212
x_gen_syn_n3_p90_corr0.5_snr3_b0.7_seed2025_0.csv,18,0.0199131719599219,0.0,0.05,90,66,7,0.0,1000,9,0.0320977132566668,1000,9,0.0771094588698777
x_gen_syn_n3_p90_corr0.5_snr3_b0.7_seed2025_0.csv,18,0.0099565859799609,0.0,0.05,42,43,9,0.0,1000,19,0.461101992925396,1000,20,0.5619815809828089
x_gen_syn_n3_p120_corr0.5_snr3_b0.5_seed2041_0.csv,19,0.0546921570517618,0.0,0.05,144,70,3,-0.0015878129822674,1000,9,0.3937186394173849,1000,5,0.0285853641657457
x_gen_syn_n3_p120_corr0.5_snr3_b0.5_seed2041_0.csv,19,0.0273460785258809,0.0,0.05,103,62,5,0.0,1000,12,0.3599373171309639,1000,11,0.3007165094024199
x_gen_syn_n3_p120_corr0.5_snr3_b0.5_seed2041_0.csv,19,0.0182307190172539,0.0,0.05,1000,-43,8,0.1656978014649542,1000,16,0.5153554165548608,1000,14,0.4179980120442529
x_gen_syn_n3_p120_corr0.5_snr3_b0.5_seed2041_0.csv,19,0.0091153595086269,0.0,0.05,1000,-57,28,0.617483144700238,1000,36,1.1805052603013713,1000,31,1.090781108184754
x_gen_syn_n3_p130_corr0.7_snr3_b0.6_seed2028_0.csv,20,0.04974378285922,0.0,0.05,1000,-36,1,0.1226605558872292,1000,13,0.6234035258906433,1000,8,0.2595871524755871
x_gen_syn_n3_p130_corr0.7_snr3_b0.6_seed2028_0.csv,20,0.02487189142961,0.0,0.05,1000,-51,13,0.2618310995770071,1000,13,0.3306206155429643,1000,13,0.3385017953678355
x_gen_syn_n3_p130_corr0.7_snr3_b0.6_seed2028_0.csv,20,0.0165812609530733,0.0,0.05,1000,-54,15,0.2526434112492954,1000,15,0.3910076795769743,1000,13,0.2339086812656103
x_gen_syn_n3_p130_corr0.7_snr3_b0.6_seed2028_0.csv,20,0.0082906304765366,0.0,0.05,1000,-55,30,0.6351769466580814,1000,31,0.8679992569735505,1000,25,0.638398391527567
x_gen_syn_n2_p70_corr0.7_snr5_b0.4_seed2040_0.csv,21,0.0674419068902209,0.0,0.05,123,63,4,0.0,1000,6,0.2237731160010958,1000,5,0.2179980055668515
x_gen_syn_n2_p70_corr0.7_snr5_b0.4_seed2040_0.csv,21,0.0337209534451104,0.0,0.05,96,63,4,-0.0036438850849238,1000,7,0.1730598268397537,1000,7,0.1243774057285012
x_gen_syn_n2_p70_corr0.7_snr5_b0.4_seed2040_0.csv,21,0.0224806356300736,0.0,0.05,93,72,5,4.005637688254075e-06,1000,7,0.0351437256015208,1000,7,0.0680112218411005
x_gen_syn_n2_p70_corr0.7_snr5_b0.4_seed2040_0.csv,21,0.0112403178150368,0.0,0.05,28,29,7,0.0,1000,11,0.2728408407349446,1000,11,0.2712370462894668
x_gen_syn_n2_p110_corr0.6_snr4_b0.1_seed2035_0.csv,22,0.0510300051075357,0.0,0.05,1000,-44,3,0.2550794100450966,1000,11,0.4349502392588255,1000,9,0.3452297465065046
x_gen_syn_n2_p110_corr0.6_snr4_b0.1_seed2035_0.csv,22,0.0255150025537678,0.0,0.05,1000,-39,11,0.0867136680863839,1000,11,0.0518695492377233,1000,11,0.1734040386484853
x_gen_syn_n2_p110_corr0.6_snr4_b0.1_seed2035_0.csv,22,0.0170100017025119,0.0,0.05,1000,-42,11,0.0197509700897698,1000,12,0.1030458221910321,1000,11,0.1090099663803194
x_gen_syn_n2_p110_corr0.6_snr4_b0.1_seed2035_0.csv,22,0.0085050008512559,0.0,0.05,71,55,11,0.0,1000,21,0.4708030473345412,1000,20,0.4139721405540824
x_gen_syn_n3_p100_corr0.8_snr3_b0.5_seed2042_0.csv,23,0.0572659821249144,0.0,0.05,1000,-42,3,0.3574355806092204,1000,9,0.4956179694659481,1000,7,0.3157246320424735
x_gen_syn_n3_p100_corr0.8_snr3_b0.5_seed2042_0.csv,23,0.0286329910624572,0.0,0.05,1000,-57,10,0.2080398375155865,1000,10,0.2352444903609628,1000,10,0.3027164917526813
x_gen_syn_n3_p100_corr0.8_snr3_b0.5_seed2042_0.csv,23,0.0190886607083048,0.0,0.05,1000,-40,12,0.2348420285542571,1000,11,0.2223037639518746,1000,10,0.214169323177063
x_gen_syn_n3_p100_corr0.8_snr3_b0.5_seed2042_0.csv,23,0.0095443303541524,0.0,0.05,1000,-42,17,0.322957017825469,1000,20,0.5305570128713006,1000,17,0.4013800912545169
x_gen_syn_n3_p100_corr0.7_snr2_b0.2_seed2030_0.csv,24,0.0476137842276656,0.0,0.05,1000,-50,2,0.2138479798452378,1000,10,0.4235016335524335,1000,9,0.3323699984314976
x_gen_syn_n3_p100_corr0.7_snr2_b0.2_seed2030_0.csv,24,0.0238068921138328,0.0,0.05,1000,-44,11,0.1722310812738261,1000,11,0.1802203965643714,1000,10,0.189802534408568
x_gen_syn_n3_p100_corr0.7_snr2_b0.2_seed2030_0.csv,24,0.0158712614092218,0.0,0.05,193,55,8,0.0,1000,11,0.1327536310637655,1000,10,0.0901441647373007
x_gen_syn_n3_p100_corr0.7_snr2_b0.2_seed2030_0.csv,24,0.0079356307046109,0.0,0.05,1000,-61,14,0.1598890340779678,1000,23,0.5363044900743547,1000,23,0.5171680326174967
