data,num_file,L0,L2,RL-MX_iters,RL-MX_rewards,RL-MX_nnz,RL-MX_OG,RL-SB_iters,RL-SB_rewards,RL-SB_nnz,RL-SB_OG,MF_iters,MF_nnz,MF_OG
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_170.csv,20,0.01,0.0,21,-20,1,0.0,52,-51,1,0.0,37,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_19.csv,21,0.01,0.0,8,-7,1,-0.7644515539077836,39,-38,1,0.0,82,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_104.csv,22,0.01,0.0,36,-35,1,0.0,62,-61,1,0.0,170,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_175.csv,23,0.01,0.0,39,-38,1,0.0,52,-51,1,0.0,99,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_243.csv,24,0.01,0.0,180,-179,1,0.0,63,-62,1,0.0,91,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_130.csv,25,0.01,0.0,188,-187,1,0.0,25,-24,1,0.0,32,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_183.csv,26,0.01,0.0,22,-21,1,0.0,44,-43,1,0.0,46,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_220.csv,27,0.01,0.0,13,-12,1,0.0,56,-55,1,0.0,7,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_36.csv,28,0.01,0.0,10,-9,1,0.0,33,-32,1,0.0,203,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_144.csv,29,0.01,0.0,11,-10,1,0.0,50,-49,1,0.0,34,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_167.csv,30,0.01,0.0,11,-10,1,8.60961550649367e-05,31,-30,1,3.38895819033947e-05,16,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_207.csv,31,0.01,0.0,16,-15,2,0.0,44,-43,2,0.0,57,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_27.csv,32,0.01,0.0,126,-125,1,0.0,50,-49,1,0.0,42,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_75.csv,33,0.01,0.0,17,-16,1,-0.7775911183169284,222,-221,1,0.0,97,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_15.csv,34,0.01,0.0,38,-37,1,2.3565841899062684e-05,47,-46,1,0.0,69,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_7.csv,35,0.01,0.0,12,-11,1,0.0,19,-18,1,0.0,64,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_211.csv,36,0.01,0.0,8,-7,2,0.0,49,-48,1,0.0,119,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_163.csv,37,0.01,0.0,14,-13,1,0.0,37,-36,1,0.0,119,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_153.csv,38,0.01,0.0,289,-288,1,0.0,115,-114,1,0.0,169,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_148.csv,39,0.01,0.0,29,-28,1,0.0,84,-83,1,8.58762040438814e-05,231,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_38.csv,40,0.01,0.0,35,-34,1,0.0,51,-50,1,0.0,62,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_155.csv,41,0.01,0.0,269,-268,1,0.0,34,-33,1,0.0,101,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_35.csv,42,0.01,0.0,11,-10,1,0.0,60,-59,1,0.0,69,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_39.csv,43,0.01,0.0,5,-4,1,0.0,24,-23,1,0.0,73,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_154.csv,44,0.01,0.0,194,-193,1,0.0,51,-50,1,-0.09397217471018107,44,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_134.csv,45,0.01,0.0,244,-243,1,0.0,86,-85,1,8.219469062947004e-05,107,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_142.csv,46,0.01,0.0,9,-8,1,0.0,17,-16,1,0.0,6,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_91.csv,47,0.01,0.0,7,-6,1,0.0,33,-32,1,0.0,111,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_48.csv,48,0.01,0.0,7,-6,1,3.05303076733746e-05,45,-44,1,0.0,135,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_138.csv,49,0.01,0.0,17,-16,1,0.0,51,-50,1,0.0,158,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_41.csv,50,0.01,0.0,8,-7,1,-0.7552670908931567,52,-51,1,0.0,130,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_140.csv,51,0.01,0.0,189,-188,1,0.0,60,-59,1,-0.09556846040200996,63,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_157.csv,52,0.01,0.0,6,-5,1,0.0,6,-5,1,-0.7672252469362655,51,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_55.csv,53,0.01,0.0,375,-374,1,0.0,48,-47,1,-0.09907063479638706,174,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_210.csv,54,0.01,0.0,31,-30,1,-0.0931893775613029,58,-57,1,0.0,87,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_213.csv,55,0.01,0.0,16,-15,1,0.0,46,-45,1,0.0,63,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_215.csv,56,0.01,0.0,14,-13,1,0.0,34,-33,1,0.0,25,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_135.csv,57,0.01,0.0,14,-13,1,1.3537087366445408e-06,74,-73,1,1.353708736943225e-06,226,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_127.csv,58,0.01,0.0,22,-21,1,0.0,68,-67,1,0.0,177,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_103.csv,59,0.01,0.0,11,-10,1,-0.7589083164166346,43,-42,1,0.0,239,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_17.csv,60,0.01,0.0,12,-11,1,0.0,18,-17,1,0.0,41,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_202.csv,61,0.01,0.0,17,-16,1,0.0,47,-46,1,3.809770540660367e-05,93,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_122.csv,62,0.01,0.0,35,-34,1,0.0,69,-68,1,0.0,50,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_80.csv,63,0.01,0.0,4,-3,1,0.0,23,-22,1,0.0,33,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_124.csv,64,0.01,0.0,8,-7,1,-0.7528206713687083,52,-51,1,0.0,190,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_205.csv,65,0.01,0.0,12,-11,1,0.0,19,-18,1,0.0,63,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_237.csv,66,0.01,0.0,7,-6,1,0.0,59,-58,1,0.0,248,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_37.csv,67,0.01,0.0,20,-19,1,0.0,66,-65,1,0.0,147,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_158.csv,68,0.01,0.0,7,-6,1,0.0,49,-48,1,0.0,129,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_82.csv,69,0.01,0.0,13,-12,1,0.0,32,-31,1,0.0,21,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_50.csv,70,0.01,0.0,26,-25,1,0.0,77,-76,1,0.0,217,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_33.csv,71,0.01,0.0,12,-11,2,0.0,38,-37,2,0.0,27,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_83.csv,72,0.01,0.0,12,-11,1,0.0,37,-36,1,0.0,61,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_159.csv,73,0.01,0.0,20,-19,1,0.0,48,-47,1,0.0,179,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_89.csv,74,0.01,0.0,25,-24,1,0.0,71,-70,1,0.0,188,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_106.csv,75,0.01,0.0,152,-151,1,0.0,50,-49,1,0.0,60,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_166.csv,76,0.01,0.0,3,-2,1,0.0,7,-6,1,0.0,3,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_1.csv,77,0.01,0.0,15,-14,2,0.0,47,-46,1,0.0,60,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_186.csv,78,0.01,0.0,10,-9,1,0.0,26,-25,1,0.0,48,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_188.csv,79,0.01,0.0,13,-12,1,0.0,62,-61,1,0.0,14,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_49.csv,80,0.01,0.0,46,-45,1,0.0,62,-61,1,0.0,36,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_109.csv,81,0.01,0.0,16,-15,1,0.0,47,-46,1,0.0,40,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_119.csv,82,0.01,0.0,16,-15,1,0.0,85,-84,1,0.0,156,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_123.csv,83,0.01,0.0,334,-333,1,0.0,77,-76,1,1.1136545536336943e-05,186,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_219.csv,84,0.01,0.0,94,-93,1,0.0,53,-52,1,0.0,46,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_150.csv,85,0.01,0.0,12,-11,1,0.0,19,-18,1,0.0,69,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_40.csv,86,0.01,0.0,83,-82,2,0.0,45,-44,2,0.0,182,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_66.csv,87,0.01,0.0,2,-1,1,-0.7590289536821021,2,-1,1,-0.7590289536821021,198,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_232.csv,88,0.01,0.0,6,-5,1,0.0,26,-25,1,0.0,139,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_120.csv,89,0.01,0.0,13,-12,1,0.0,4,-3,1,0.0,151,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_141.csv,90,0.01,0.0,11,-10,1,0.0,23,-22,1,0.0,13,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_90.csv,91,0.01,0.0,9,-8,1,1.4679841121154903e-06,36,-35,1,0.0,214,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_227.csv,92,0.01,0.0,16,-15,1,0.0,32,-31,1,0.0,46,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_152.csv,93,0.01,0.0,18,-17,1,0.0,61,-60,1,0.0,102,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_110.csv,94,0.01,0.0,10,-9,1,0.0,34,-33,1,0.0,14,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_216.csv,95,0.01,0.0,15,-14,1,5.3125306878810426e-05,56,-55,1,0.0,18,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_179.csv,96,0.01,0.0,14,-13,2,0.0,46,-45,1,0.0,46,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_184.csv,97,0.01,0.0,16,-15,1,0.0,48,-47,1,0.0,91,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_238.csv,98,0.01,0.0,9,-8,1,0.0,60,-59,1,0.0,82,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_88.csv,99,0.01,0.0,8,-7,1,0.0,27,-26,1,0.0,12,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_93.csv,100,0.01,0.0,17,-16,3,0.0,45,-44,3,0.0,17,3,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_218.csv,101,0.01,0.0,23,-22,1,-0.09952383515812398,44,-43,1,0.0,21,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_43.csv,102,0.01,0.0,14,-13,1,0.0,52,-51,1,0.0,17,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_24.csv,103,0.01,0.0,20,-19,1,0.0,56,-55,1,0.0,116,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_125.csv,104,0.01,0.0,20,-19,1,-0.7903980377185885,51,-50,1,0.0,29,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_233.csv,105,0.01,0.0,348,-347,2,0.0,44,-43,2,0.0,207,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_77.csv,106,0.01,0.0,15,-14,1,0.0,45,-44,1,0.0,146,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_236.csv,107,0.01,0.0,22,-21,1,0.0,52,-51,1,0.0,87,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_72.csv,108,0.01,0.0,12,-11,1,0.0,49,-48,1,0.0,50,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_20.csv,109,0.01,0.0,36,-35,1,-0.8092967920606149,49,-48,1,0.0,57,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_147.csv,110,0.01,0.0,324,-323,1,0.0,56,-55,1,0.0,95,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_84.csv,111,0.01,0.0,10,-9,1,0.0,47,-46,2,0.0,107,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_132.csv,112,0.01,0.0,6,-5,1,0.0,26,-25,1,0.0,139,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_87.csv,113,0.01,0.0,5,-4,1,0.0,55,-54,1,0.0,92,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_199.csv,114,0.01,0.0,11,-10,1,0.0,15,-14,1,0.0,23,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_52.csv,115,0.01,0.0,114,-113,1,0.0,34,-33,1,0.0,38,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_67.csv,116,0.01,0.0,12,-11,2,-0.09105247506246955,45,-44,2,0.0,43,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_164.csv,117,0.01,0.0,33,-32,1,-0.7994857753354507,50,-49,1,-0.7994857753354507,15,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_3.csv,118,0.01,0.0,181,-180,1,0.0,49,-48,1,0.0,54,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_173.csv,119,0.01,0.0,164,-163,1,0.0,53,-52,1,0.0,45,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_176.csv,120,0.01,0.0,20,-19,1,0.0,53,-52,1,0.0,67,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_18.csv,121,0.01,0.0,10,-9,1,0.0,21,-20,1,0.0,14,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_58.csv,122,0.01,0.0,11,-10,1,0.0,56,-55,1,0.0,70,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_209.csv,123,0.01,0.0,20,-19,1,0.0,41,-40,1,0.0,42,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_203.csv,124,0.01,0.0,15,-14,1,0.0,58,-57,1,0.0,45,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_206.csv,125,0.01,0.0,10,-9,1,0.0,45,-44,1,0.0,128,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_174.csv,126,0.01,0.0,11,-10,1,0.0,20,-19,1,0.0,152,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_178.csv,127,0.01,0.0,21,-20,1,-0.09754048250800933,35,-34,1,0.0,95,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_59.csv,128,0.01,0.0,13,-12,1,5.977019824306012e-07,47,-46,1,0.0,28,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_228.csv,129,0.01,0.0,142,-141,1,0.0,88,-87,1,0.0,79,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_193.csv,130,0.01,0.0,28,-27,1,0.0,45,-44,1,-0.7538484175538227,147,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_74.csv,131,0.01,0.0,20,-19,1,0.0,27,-26,1,0.0,84,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_47.csv,132,0.01,0.0,13,-12,1,-0.09277819561879638,54,-53,1,0.0,80,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_214.csv,133,0.01,0.0,279,-278,1,0.0,27,-26,1,0.0,58,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_245.csv,134,0.01,0.0,95,-94,1,0.0,39,-38,1,0.0,88,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_44.csv,135,0.01,0.0,20,-19,1,0.0,45,-44,1,0.0,90,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_242.csv,136,0.01,0.0,12,-11,1,0.0,60,-59,1,2.9420867024418658e-06,20,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_143.csv,137,0.01,0.0,17,-16,1,0.0,56,-55,1,0.0,32,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_97.csv,138,0.01,0.0,12,-11,1,0.0,26,-25,1,0.0,42,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_201.csv,139,0.01,0.0,123,-122,1,0.0,55,-54,1,0.0,47,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_196.csv,140,0.01,0.0,8,-7,1,0.0,28,-27,1,0.0,16,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_244.csv,141,0.01,0.0,27,-26,1,0.0,80,-79,1,0.0,39,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_54.csv,142,0.01,0.0,25,-24,1,1.4819430123753388e-05,20,-19,1,1.4819430123753388e-05,192,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_136.csv,143,0.01,0.0,83,-82,1,0.0,54,-53,1,0.0,31,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_168.csv,144,0.01,0.0,30,-29,1,0.0,52,-51,1,0.0,86,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_29.csv,145,0.01,0.0,6,-5,1,-0.7593824465175045,45,-44,1,-0.7593824465175045,243,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_231.csv,146,0.01,0.0,70,-69,1,0.0,45,-44,1,0.0,29,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_108.csv,147,0.01,0.0,16,-15,1,0.0,70,-69,1,0.0,28,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_76.csv,148,0.01,0.0,165,-164,1,0.0,22,-21,1,0.0,57,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_30.csv,149,0.01,0.0,11,-10,1,0.0,34,-33,1,0.0,14,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_115.csv,150,0.01,0.0,37,-36,1,0.0,85,-84,1,0.0,101,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_241.csv,151,0.01,0.0,13,-12,1,0.0,21,-20,1,0.0,76,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_112.csv,152,0.01,0.0,25,-24,1,5.1935696465247877e-05,44,-43,1,-0.7653361455464133,149,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_6.csv,153,0.01,0.0,7,-6,1,0.0,42,-41,1,-0.8278642242961904,22,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_28.csv,154,0.01,0.0,9,-8,1,0.0,6,-5,1,0.0,5,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_129.csv,155,0.01,0.0,4,-3,1,0.0,27,-26,1,0.0,11,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_23.csv,156,0.01,0.0,86,-85,1,0.0,67,-66,1,0.0,51,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_131.csv,157,0.01,0.0,29,-28,1,0.0,49,-48,1,0.0,13,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_248.csv,158,0.01,0.0,9,-8,1,0.0,4,-3,1,0.0,88,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_4.csv,159,0.01,0.0,31,-30,1,0.0,71,-70,1,0.0,66,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_60.csv,160,0.01,0.0,199,-198,1,0.0,43,-42,1,0.0,90,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_5.csv,161,0.01,0.0,34,-33,1,0.0,52,-51,1,-0.813721489514106,75,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_197.csv,162,0.01,0.0,3,-2,1,0.0,56,-55,1,0.0,62,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_13.csv,163,0.01,0.0,14,-13,1,0.0,46,-45,1,0.0,83,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_182.csv,164,0.01,0.0,19,-18,1,0.0,51,-50,1,0.0,60,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_113.csv,165,0.01,0.0,11,-10,1,0.0,26,-25,1,0.0,16,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_51.csv,166,0.01,0.0,9,-8,1,0.0,42,-41,1,-0.7631451100552591,69,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_12.csv,167,0.01,0.0,17,-16,1,0.0,48,-47,1,0.0,72,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_200.csv,168,0.01,0.0,12,-11,1,0.0,45,-44,1,0.0,6,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_187.csv,169,0.01,0.0,16,-15,1,0.0,57,-56,1,0.0,27,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_224.csv,170,0.01,0.0,8,-7,1,0.0,28,-27,1,0.0,80,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_86.csv,171,0.01,0.0,13,-12,1,0.0,26,-25,1,0.0,163,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_223.csv,172,0.01,0.0,19,-18,1,-0.09501564764165822,49,-48,1,5.086119903312494e-06,123,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_99.csv,173,0.01,0.0,2,-1,1,-0.7740903482949911,2,-1,1,-0.7740903482949911,109,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_21.csv,174,0.01,0.0,17,-16,1,0.0,40,-39,1,0.0,119,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_69.csv,175,0.01,0.0,20,-19,1,0.0,48,-47,1,0.0,37,1,0.0
