data,num_file,L0,L2,Epsilon,RL_iters,RL_rewards,RL_nnz,RL_OG,MF_iters,MF_nnz,MF_OG
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_156.csv,39,0.06748697691204754,0.0,0.766380926885116,75,-46,5,-0.0065556337677927954,418,5,-0.0016907652467373431
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_92.csv,40,0.07217833428768322,0.0,0.7614912635846915,140,-105,4,-0.005161919517099424,550,4,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_187.csv,41,0.06332816023728913,0.0,0.7566327973122103,85,-61,5,-0.023205225969460105,29,5,-0.01996236717461962
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_268.csv,42,0.06386686702531295,0.0,0.751805329024407,34,-10,5,-0.014486540916557017,31,5,-0.014486540916557017
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_489.csv,43,0.06561476280234967,0.0,0.7470086609479512,36,-19,5,-0.013757851023227727,28,5,-0.013757851023227727
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_375.csv,44,0.06749249367437905,0.0,0.742242596571346,48,-28,5,-0.01691143331643032,31,5,-0.01374724180520087
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_212.csv,45,0.06771089000126349,0.0,0.7375069406368775,36,-7,5,-0.010897552522179764,29,5,-0.010897552522179764
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_462.csv,46,0.06341644570440641,0.0,0.7328014991326145,53,-27,5,-0.00011043717791999944,28,5,-0.022374652859299425
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_288.csv,47,0.0676005575393772,0.0,0.7281260792844612,48,-20,4,-0.004082304280264433,870,4,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_348.csv,48,0.06413308387085585,0.0,0.7234804895482578,215,-188,5,-0.043129058588132256,31,5,-0.015967820092252314
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_329.csv,49,0.06745035389614765,0.0,0.7188645396019357,98,-70,5,-0.0073192558248053536,30,5,-0.0030809575800830663
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_202.csv,50,0.06491741471220851,0.0,0.7142780403377192,103,-76,5,-0.02856646722634922,31,5,-0.023104890958602464
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_122.csv,51,0.06407939708672461,0.0,0.7097208038543764,79,-53,5,-0.010203515539816427,25,5,-0.003181003857853386
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_407.csv,52,0.06471163440778965,0.0,0.7051926434495245,116,-88,5,-0.004784549906444473,28,5,-0.00902016907069184
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_174.csv,53,0.0656833123896877,0.0,0.7006933736119788,142,-113,5,-0.019922402320046887,31,5,-0.006770561875868409
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_219.csv,54,0.06739341315988914,0.0,0.6962228100141519,150,-115,5,-0.004118817852897607,31,5,-0.002913619373474598
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_258.csv,55,0.06660142477678392,0.0,0.6917807695045047,79,-47,5,-0.008510126184762636,31,5,-0.008150096458602915
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_197.csv,56,0.06548323191443672,0.0,0.6873670701000403,45,-18,5,-0.009401301983461976,26,5,-0.00970716247101012
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_474.csv,57,0.06898602471469442,0.0,0.68298153097885,65,-26,5,-0.010371193090374674,110,5,7.585721323796631e-05
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_159.csv,58,0.0654609900991963,0.0,0.6786239724727053,96,-65,5,-0.009034445400215875,31,5,-0.004644055666540332
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_384.csv,59,0.06813660704639474,0.0,0.6742942160596969,68,-35,4,-0.0034224351278379097,913,4,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_90.csv,60,0.0636247969399557,0.0,0.6699920843569204,138,-105,5,-0.005821500042399178,26,5,-0.0023729180179736967
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_214.csv,61,0.06643770443590424,0.0,0.66571740111321,113,-82,4,-0.004428327256592975,366,4,0.0
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_16.csv,62,0.06739247179655662,0.0,0.6614699912019171,82,-44,5,-0.0026261460630550328,884,5,-0.016377368526627245
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_341.csv,63,0.06335703066091,0.0,0.6572496806137373,108,-72,5,-0.041934535068569645,31,5,-0.013804125944757328
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_1.csv,64,0.064308646968743,0.0,0.6530562964495795,144,-118,5,-0.03395143407395386,31,5,-0.01774928526105997
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_45.csv,65,0.06520191385555425,0.0,0.6488896669134827,93,-55,5,-0.00524828909160428,31,5,-0.016996400208055144
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_493.csv,66,0.06653099620847928,0.0,0.6447496213055791,248,-216,5,-0.035343047599206534,31,5,-0.004328687651564199
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_123.csv,67,0.06408898602011819,0.0,0.6406359900151003,75,-48,5,-0.023133738193697913,28,5,-0.002791056512729306
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_55.csv,68,0.06498338427112126,0.0,0.6365486045134283,44,-21,5,-0.006979032503430246,29,5,-0.004827922010172156
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_223.csv,69,0.06655619355967089,0.0,0.6324872973471911,144,-107,5,-0.0010076995507650593,30,5,-0.012078917103062182
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_418.csv,70,0.06906356107194116,0.0,0.6284519021314029,301,-263,5,-0.004734791238156241,29,5,-0.003964512203401669
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_242.csv,71,0.061813108749760294,0.0,0.6244422535426474,163,-132,5,-0.007485868073649177,31,5,-0.02350335605801827
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_25.csv,72,0.06976741503752013,0.0,0.6204581873123042,210,-171,5,-0.01037935188013372,31,5,-0.002564018896419718
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_470.csv,73,0.07088073225299031,0.0,0.6164995402198201,130,-97,5,-0.006847747886691654,134,5,-0.0005208829321821097
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_336.csv,74,0.06753123199147947,0.0,0.612566150086021,146,-111,5,-0.003459664996444047,31,5,-0.010732281889758428
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_417.csv,75,0.0644359248607769,0.0,0.6086578557664688,100,-62,5,-0.012308836105565385,30,5,-0.013255063488154589
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_403.csv,76,0.06921026551744289,0.0,0.604774497144859,163,-133,5,-0.00951810170841547,90,5,-0.008995949717205895
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_360.csv,77,0.0656301669637356,0.0,0.600915915126461,233,-199,5,-0.04268095467880941,31,5,-0.006682736593860757
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_221.csv,78,0.06677776688374192,0.0,0.5970819516316002,161,-110,5,-0.037742729754796964,31,5,-0.006017409341178046
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_255.csv,79,0.06378002110849414,0.0,0.5932724495891822,191,-159,5,-0.00564193303286569,31,5,-0.006286544838449524
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_374.csv,80,0.0644234355278748,0.0,0.5894872529302572,138,-104,5,-0.021290648043046208,31,5,-0.01789677180465715
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_193.csv,81,0.06632773370103673,0.0,0.5857262065816268,145,-121,5,-0.006166198418508856,28,5,-0.01809891654374133
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_398.csv,82,0.06423745653490122,0.0,0.5819891564594902,402,-365,5,-0.022594825451445814,30,5,-0.01744963473566619
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_111.csv,83,0.0692779453758399,0.0,0.5782759494631321,188,-158,5,-0.015281128657067511,689,5,-0.018530977604601286
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_300.csv,84,0.06684607805211004,0.0,0.5745864334686505,144,-98,5,-0.0034711690797751345,282,5,-0.006330809953423034
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_421.csv,85,0.06428649440933079,0.0,0.5709204573227242,403,-367,5,-0.03415602360057242,31,5,-0.01864884918605902
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_71.csv,86,0.06492687497207938,0.0,0.5672778708364206,230,-195,5,-0.042401709220292495,31,5,-0.001665159374351224
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_35.csv,87,0.06448681349331821,0.0,0.5636585247790415,134,-98,5,-0.00315740056981946,30,5,-0.01945826868424226
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_450.csv,88,0.0664824365412752,0.0,0.5600622708720118,141,-92,5,-0.0018383879251588548,30,5,-0.002446937311222924
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_267.csv,89,0.06934633739116222,0.0,0.5564889617828023,184,-144,5,-0.006002299262347355,268,5,-0.003243259045970395
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_485.csv,90,0.06766927380332585,0.0,0.5529384511188947,263,-211,5,-0.011193292527678953,31,5,-0.0006924444921469675
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_324.csv,91,0.06466014164528071,0.0,0.5494105934217849,350,-313,5,-0.00304496120408346,31,5,-0.005506161406867198
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_359.csv,92,0.06569759276511457,0.0,0.5459052441610227,68,-34,5,-0.002559086540075968,31,5,-0.007760278681867905
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_438.csv,93,0.07326443900773542,0.0,0.5424222597282906,994,-957,5,-0.01359211380566085,781,5,-0.013324340494285823
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_96.csv,94,0.06905189786716819,0.0,0.5389614974315217,121,-71,5,-0.0075695675442257445,31,5,-0.0035382799179125863
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_334.csv,95,0.06380488323797563,0.0,0.5355228154890521,104,-82,5,-0.011639671916053035,30,5,-0.017250354922825766
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_271.csv,96,0.07068318554016337,0.0,0.5321060730238136,445,-406,5,-0.06634271867509957,734,5,-0.0019990207004583625
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_191.csv,97,0.06402576731010082,0.0,0.528711130057562,160,-144,5,-0.02658006943071406,30,5,-0.013096723724330883
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_226.csv,98,0.07028402637983856,0.0,0.5253378475051426,254,-225,3,0.0,1000,5,0.0038743240761898294
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_118.csv,99,0.06790010267577018,0.0,0.5219860871687909,449,-431,5,-0.04152342091800618,28,5,-0.004335066301079643
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_443.csv,100,0.06140311241026546,0.0,0.5186557117324719,120,-101,5,-0.03011230787926771,30,5,-0.011133095100237238
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_499.csv,101,0.06410374738216455,0.0,0.5153465847562544,258,-242,5,-0.005439242254360578,31,5,-0.005439242254360578
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_249.csv,102,0.0679713546908694,0.0,0.5120585706707216,176,-156,5,-0.00027839285001716107,31,5,-0.00027839285001716107
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_264.csv,103,0.0670499736076647,0.0,0.508791534771416,60,-33,5,-0.004787201858693263,31,5,-0.004787201858693263
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_361.csv,104,0.06658363342205806,0.0,0.5055453432133223,955,-928,5,-0.0020354980341978947,390,5,-0.0020354980341978947
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_110.csv,105,0.06544512943846506,0.0,0.502319863005382,48,-29,5,-0.004138355682805253,31,5,-0.004138355682805253
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_220.csv,106,0.06618009379087744,0.0,0.49911496200504685,49,-29,5,-0.012506189753354427,28,5,-0.004730168978289261
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_281.csv,107,0.0694219654709276,0.0,0.4959305089128642,833,-807,5,-0.004751999517799797,458,5,-0.004751999517799797
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_397.csv,108,0.06845371323991206,0.0,0.49276637326709827,790,-772,5,-0.006295096622363441,396,5,-0.006295096622363441
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_247.csv,109,0.06354688396304331,0.0,0.48962242543838513,49,-33,5,-0.0319312946291542,30,5,-0.02318121559631249
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_311.csv,110,0.06689462703988376,0.0,0.48649853662442205,229,-202,5,-0.016940549114220212,122,5,-0.00801587213850994
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_388.csv,111,0.0698534853016346,0.0,0.4833945788446906,1000,-977,5,0.001901793028074404,564,5,-0.009437072788912313
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_216.csv,112,0.06370788399240918,0.0,0.48031042493521386,55,-35,5,-0.00239582871369666,31,5,-0.00239582871369666
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_430.csv,113,0.06453356545134561,0.0,0.47724594854334634,46,-28,5,-0.01665631912963603,28,5,-0.01665631912963603
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_358.csv,114,0.06772583777695093,0.0,0.4742010241225971,106,-87,5,-0.002143709252006079,52,5,-0.002143709252006079
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_436.csv,115,0.07029459957326274,0.0,0.47117552692748776,898,-873,5,-0.0019432495069234782,578,5,-0.0019432495069234782
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_24.csv,116,0.06585367232415863,0.0,0.4681693330084407,61,-41,5,-0.024435795185856053,31,5,-0.016893947242930293
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_23.csv,117,0.06332897906974584,0.0,0.465182319206701,54,-32,5,-0.02385833687386183,31,5,-0.02079283613877285
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_54.csv,118,0.06884382030614764,0.0,0.46221436314929176,61,-33,5,5.3357579577409825e-05,199,5,-0.005229104675532944
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_31.csv,119,0.06526995568245131,0.0,0.4592653432439998,46,-24,5,-0.01756171629583909,28,5,-0.01756171629583909
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_210.csv,120,0.06114604910906291,0.0,0.45633513867439446,46,-32,5,-0.021501158225943718,30,5,-0.01566881483561054
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_284.csv,121,0.06346658744381987,0.0,0.4534236293948782,57,-41,5,-0.010809863542788005,29,5,-0.010809863542788005
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_97.csv,122,0.06713250793504225,0.0,0.450530696125768,1000,-982,5,0.0038114811207513033,568,5,-0.000267688155368197
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_492.csv,123,0.0663748366088092,0.0,0.44765622034840924,1000,-979,5,0.0051096072552077485,708,5,-0.008835283623404465
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_337.csv,124,0.06641507247305312,0.0,0.44480008430032014,67,-47,5,-0.0018841530492001708,31,5,-0.0018841530492001708
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_137.csv,125,0.06589094948483742,0.0,0.44196217097036694,55,-35,5,-0.01234524656713303,31,5,-0.01234524656713303
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_283.csv,126,0.06292703343207637,0.0,0.4391423640939703,60,-45,5,-0.016844471201302995,31,5,-0.016844471201302995
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_160.csv,127,0.06724934691985507,0.0,0.4363405481483419,67,-44,5,-0.013632614769124198,31,5,-0.013632614769124198
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_132.csv,128,0.0660192743116382,0.0,0.4335566083477522,62,-39,5,-0.011118487453202673,31,5,-0.011118487453202673
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_366.csv,129,0.06627067232359088,0.0,0.43079043063882755,56,-36,5,-0.012518179732614841,31,5,-0.012518179732614841
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_10.csv,130,0.06408731135740478,0.0,0.428041901695877,59,-43,5,-0.021740210170274755,29,5,-0.021740210170274755
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_53.csv,131,0.06438581966143178,0.0,0.4253109089162509,59,-40,5,-0.012741319779389096,31,5,-0.012741319779389096
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_296.csv,132,0.06635941530631832,0.0,0.4225973404157264,73,-53,5,-0.001090313048692268,31,5,-0.001090313048692268
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_146.csv,133,0.06545041074854513,0.0,0.4199010850239248,55,-32,5,-0.0024642066757025517,29,5,-0.0024642066757025517
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_99.csv,134,0.06775974382783953,0.0,0.4172220322797563,57,-36,5,-0.010691141372454235,31,5,-0.010691141372454235
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_440.csv,135,0.06429154319760354,0.0,0.4145600724268947,75,-55,5,-0.013887572692639707,31,5,-0.013887572692639707
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_81.csv,136,0.06425869574949604,0.0,0.41191509640928164,64,-44,5,-0.005981600896042571,31,5,-0.005981600896042571
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_203.csv,137,0.06355656557921532,0.0,0.4092869958666577,45,-28,5,-0.01938562687960064,25,5,-0.01938562687960064
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_331.csv,138,0.06742082989635037,0.0,0.40667566313012365,65,-46,5,-0.017546733141288462,31,5,-0.017546733141288462
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_79.csv,139,0.06697349984199392,0.0,0.4040809912177296,67,-46,5,-0.0010722205148477823,30,5,-0.0010722205148477823
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_182.csv,140,0.061935952135042174,0.0,0.4015028738300916,73,-60,5,-0.03128394431707252,28,5,-0.03128394431707252
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_257.csv,141,0.06630859327748549,0.0,0.3989412053460371,94,-73,5,-0.012687678188789502,31,5,-0.012687678188789502
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_280.csv,142,0.06503113936467904,0.0,0.39639588081827776,83,-59,5,-0.019846111718701667,31,5,-0.019846111718701667
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_145.csv,143,0.06798940080050361,0.0,0.39386679596910956,73,-51,5,-0.012021852372096522,31,5,-0.012021852372096522
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_289.csv,144,0.07035353893455318,0.0,0.39135384718614136,1000,-981,5,0.004432116262770327,740,5,-0.0010538277071576565
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_107.csv,145,0.06490517353513484,0.0,0.38885693151804956,70,-50,5,-0.009254841194100067,31,5,-0.009254841194100067
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_101.csv,146,0.06864090123563794,0.0,0.3863759466703607,1000,-980,5,0.0075080881215714,437,5,-0.01940237152147226
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_298.csv,147,0.0635273076581013,0.0,0.3839107910012608,85,-71,5,-0.004536115653461519,31,5,-0.004536115653461519
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_133.csv,148,0.06912876422485423,0.0,0.3814613635174304,1000,-968,5,0.00800566065704718,540,5,-0.009141216143182663
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_414.csv,149,0.06681477702495418,0.0,0.3790275638699075,221,-196,5,-0.0053150057255960895,87,5,-0.0053150057255960895
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_178.csv,150,0.06546499357669569,0.0,0.3766092923499771,76,-59,5,-0.01614721096161074,31,5,-0.01614721096161074
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_353.csv,151,0.06641832907331546,0.0,0.3742064498850854,75,-57,5,-0.011916637635739689,30,5,-0.011916637635739689
